OBJECTID,ID_2,NO_APTA,APTITUD_BAJA,APTITUD_MEDIA,APTITUD_ALTA,EXCLUSION_LEGAL
637,650,23747.17397,0,4749.434794,0,0
638,651,56993.21753,0,4749.434794,0,0
639,652,14248.30438,9498.869588,0,0,0
640,653,61742.65232,0,18997.73918,4749.434794,0
641,654,0,0,4749.434794,0,0
642,655,52243.78274,0,4749.434794,4749.434794,0
643,656,194726.8266,0,9498.869588,0,23747.17397
644,657,194726.8266,0,0,0,0
645,658,322961.566,0,37995.47835,9498.869588,185227.957
646,659,80740.3915,0,4749.434794,23747.17397,9498.869588
647,660,726663.5235,0,0,0,37995.47835
648,661,33246.04356,0,4749.434794,4749.434794,4749.434794
649,662,9498.869588,0,4749.434794,9498.869588,0
650,663,109237.0003,0,4749.434794,23747.17397,52243.78274
651,664,113986.4351,4749.434794,56993.21753,0,0
652,665,18997.73918,0,9498.869588,0,0
653,666,18997.73918,0,33246.04356,0,0
654,667,151981.9134,0,4749.434794,4749.434794,23747.17397
655,668,42744.91315,0,23747.17397,14248.30438,0
656,669,18997.73918,0,14248.30438,18997.73918,0
657,670,85489.82629,0,9498.869588,9498.869588,0
658,671,28496.60876,4749.434794,14248.30438,0,0
659,672,23747.17397,0,28496.60876,0,0
660,673,90239.26109,4749.434794,18997.73918,109237.0003,0
661,674,180478.5222,9498.869588,61742.65232,4749.434794,0
662,675,14248.30438,0,0,0,4749.434794
663,676,33246.04356,0,0,0,18997.73918
664,677,23747.17397,0,0,0,0
665,678,23747.17397,9498.869588,9498.869588,0,0
666,679,14248.30438,14248.30438,0,0,0
667,680,161480.783,9498.869588,42744.91315,4749.434794,0
668,681,109237.0003,0,4749.434794,4749.434794,118735.8699
669,682,23747.17397,28496.60876,18997.73918,0,4749.434794
670,683,52243.78274,4749.434794,14248.30438,23747.17397,9498.869588
671,684,14248.30438,0,14248.30438,9498.869588,0
672,685,23747.17397,4749.434794,14248.30438,42744.91315,0
673,686,4749.434794,9498.869588,18997.73918,14248.30438,0
674,687,0,0,14248.30438,14248.30438,0
675,688,18997.73918,0,0,0,4749.434794
676,689,33246.04356,4749.434794,23747.17397,0,9498.869588
677,690,4749.434794,0,0,4749.434794,0
678,691,23747.17397,0,47494.34794,4749.434794,0
679,692,0,0,18997.73918,9498.869588,0
680,693,9498.869588,9498.869588,0,0,47494.34794
681,694,512938.9578,261218.9137,14248.30438,0,303963.8268
682,695,299214.392,47494.34794,0,0,284966.0876
683,696,33246.04356,4749.434794,33246.04356,9498.869588,9498.869588
684,697,1196857.568,23747.17397,33246.04356,0,0
685,698,99738.13068,9498.869588,14248.30438,4749.434794,85489.82629
686,699,66492.08712,4749.434794,18997.73918,0,4749.434794
687,700,854898.2629,80740.3915,669670.306,71241.52191,0
688,701,208975.1309,0,175729.0874,170979.6526,0
689,702,94988.69588,33246.04356,61742.65232,18997.73918,0
690,703,137733.609,4749.434794,85489.82629,28496.60876,137733.609
691,704,23747.17397,9498.869588,14248.30438,28496.60876,0
692,705,23747.17397,0,37995.47835,80740.3915,0
693,706,23747.17397,9498.869588,37995.47835,9498.869588,14248.30438
694,707,4749.434794,0,0,0,14248.30438
695,708,56993.21753,4749.434794,4749.434794,0,113986.4351
696,709,351458.1748,28496.60876,189977.3918,75990.95671,0
697,710,33246.04356,0,37995.47835,37995.47835,9498.869588
698,711,142483.0438,23747.17397,61742.65232,0,227972.8701
699,712,9498.869588,0,0,0,0
700,714,9498.869588,0,0,0,0
701,715,9498.869588,0,0,0,0
702,716,227972.8701,23747.17397,4749.434794,0,0
703,718,28496.60876,0,0,0,14248.30438
704,719,28496.60876,0,0,0,4749.434794
705,720,9498.869588,0,0,0,0
706,721,4749.434794,0,0,0,0
707,722,14248.30438,0,0,0,0
708,723,9498.869588,0,0,0,0
709,724,4749.434794,0,0,0,0
710,725,47494.34794,0,0,0,33246.04356
711,726,18997.73918,0,0,0,0
712,727,137733.609,0,0,0,18997.73918
713,728,18997.73918,0,0,0,0
714,729,42744.91315,0,0,0,23747.17397
715,730,23747.17397,0,0,0,0
716,731,61742.65232,4749.434794,0,0,0
717,732,28496.60876,0,0,0,9498.869588
718,733,9498.869588,0,0,0,4749.434794
719,734,4749.434794,0,0,0,0
720,736,4749.434794,0,0,0,4749.434794
721,737,9498.869588,0,0,0,0
722,738,132984.1742,0,4749.434794,0,14248.30438
723,739,28496.60876,0,0,0,14248.30438
724,740,18997.73918,0,0,0,0
725,741,18997.73918,0,0,0,0
726,742,37995.47835,0,0,0,9498.869588
727,743,18997.73918,0,0,0,0
728,744,56993.21753,0,0,0,0
729,745,9498.869588,0,0,0,0
730,746,37995.47835,0,0,0,4749.434794
731,747,332460.4356,23747.17397,0,0,0
732,748,47494.34794,0,0,0,4749.434794
733,749,37995.47835,0,0,0,18997.73918
734,750,75990.95671,0,0,0,18997.73918
735,751,14248.30438,0,0,0,0
736,752,42744.91315,0,0,0,0
737,753,28496.60876,0,0,0,4749.434794
738,754,9498.869588,0,0,0,0
739,755,28496.60876,0,0,0,9498.869588
740,756,14248.30438,0,0,0,0
741,757,185227.957,4749.434794,4749.434794,4749.434794,0
742,758,90239.26109,33246.04356,0,0,0
743,759,42744.91315,0,0,0,0
744,760,4749.434794,0,0,0,0
745,761,71241.52191,0,0,0,85489.82629
746,762,28496.60876,0,0,0,0
747,765,4749.434794,0,0,0,0
748,766,118735.8699,4749.434794,0,0,18997.73918
749,767,47494.34794,4749.434794,0,0,4749.434794
750,768,4749.434794,0,0,0,9498.869588
751,769,18997.73918,0,0,0,0
752,770,9498.869588,0,0,0,4749.434794
753,771,14248.30438,0,0,0,4749.434794
754,772,123485.3046,0,61742.65232,75990.95671,0
755,773,9498.869588,0,0,0,0
756,774,161480.783,0,0,0,9498.869588
757,775,23747.17397,0,0,0,28496.60876
758,776,18997.73918,0,0,0,0
759,777,23747.17397,0,0,0,0
760,778,52243.78274,4749.434794,4749.434794,4749.434794,0
761,779,4749.434794,0,0,0,4749.434794
762,780,14248.30438,0,0,0,4749.434794
763,781,75990.95671,0,0,0,42744.91315
764,782,47494.34794,0,0,0,56993.21753
765,783,14248.30438,0,0,0,23747.17397
766,784,14248.30438,0,9498.869588,0,0
767,785,118735.8699,0,0,0,61742.65232
768,786,61742.65232,0,0,0,0
769,787,28496.60876,0,4749.434794,0,4749.434794
770,788,9498.869588,0,4749.434794,0,0
771,789,37995.47835,0,0,0,0
772,790,4749.434794,0,0,0,9498.869588
773,791,23747.17397,0,9498.869588,9498.869588,0
774,792,28496.60876,0,0,0,0
775,793,9498.869588,0,0,0,9498.869588
776,794,4749.434794,4749.434794,0,0,0
777,795,9498.869588,0,0,0,4749.434794
778,796,9498.869588,0,0,0,4749.434794
779,797,23747.17397,0,0,0,4749.434794
780,798,18997.73918,0,0,0,9498.869588
781,799,14248.30438,0,0,0,4749.434794
782,800,4749.434794,0,0,14248.30438,0
783,801,9498.869588,0,0,0,0
784,802,18997.73918,0,4749.434794,0,23747.17397
785,803,37995.47835,0,0,0,0
786,804,18997.73918,0,0,0,0
787,805,61742.65232,9498.869588,23747.17397,18997.73918,4749.434794
788,806,9498.869588,4749.434794,0,0,4749.434794
789,807,9498.869588,0,0,0,33246.04356
790,808,109237.0003,4749.434794,9498.869588,14248.30438,0
791,809,66492.08712,0,0,0,33246.04356
792,810,223223.4353,9498.869588,33246.04356,33246.04356,4749.434794
793,811,99738.13068,0,0,0,66492.08712
794,812,28496.60876,0,0,0,9498.869588
795,813,18997.73918,0,0,0,0
796,814,9498.869588,0,0,0,4749.434794
797,815,118735.8699,33246.04356,28496.60876,0,0
798,816,170979.6526,52243.78274,18997.73918,0,0
799,817,104487.5655,47494.34794,4749.434794,0,0
800,818,294464.9572,94988.69588,0,0,0
801,819,546185.0013,37995.47835,0,0,427449.1315
802,820,42744.91315,0,0,0,18997.73918
803,821,80740.3915,14248.30438,4749.434794,0,14248.30438
804,822,9498.869588,0,0,0,23747.17397
805,823,9498.869588,0,0,0,0
806,824,28496.60876,61742.65232,9498.869588,0,0
807,825,85489.82629,18997.73918,0,0,0
808,826,4749.434794,0,0,4749.434794,0
809,827,4749.434794,0,4749.434794,0,0
810,828,9498.869588,0,0,0,0
811,829,18997.73918,0,0,0,0
812,830,14248.30438,0,0,0,0
813,831,9498.869588,0,0,0,0
814,832,23747.17397,0,0,0,0
815,833,4749.434794,0,4749.434794,0,0
816,834,4749.434794,0,4749.434794,0,0
817,835,14248.30438,0,0,0,0
818,836,4749.434794,0,0,0,0
819,837,23747.17397,0,0,0,9498.869588
820,838,14248.30438,0,0,0,9498.869588
821,839,14248.30438,0,0,0,0
822,840,14248.30438,0,0,0,0
823,841,4749.434794,0,0,0,0
824,842,14248.30438,0,0,0,0
825,845,9498.869588,0,0,0,0
826,846,47494.34794,0,0,0,0
827,847,47494.34794,0,14248.30438,9498.869588,14248.30438
828,848,61742.65232,0,0,0,23747.17397
829,849,9498.869588,0,0,0,0
830,850,42744.91315,0,0,0,9498.869588
831,851,18997.73918,0,0,0,9498.869588
832,853,4749.434794,0,0,0,0
833,855,4749.434794,0,0,0,0
834,856,14248.30438,0,0,0,0
835,857,14248.30438,0,0,0,0
836,859,14248.30438,0,0,0,0
837,860,71241.52191,0,9498.869588,47494.34794,0
838,861,33246.04356,0,9498.869588,0,0
839,862,75990.95671,9498.869588,56993.21753,9498.869588,23747.17397
840,863,14248.30438,0,0,0,4749.434794
841,864,0,0,9498.869588,0,0
842,865,9498.869588,0,0,0,0
843,866,14248.30438,0,0,0,0
844,867,18997.73918,0,0,0,4749.434794
845,868,14248.30438,0,0,0,0
846,869,4749.434794,0,0,0,23747.17397
847,870,52243.78274,0,0,0,0
848,871,14248.30438,0,0,0,0
849,872,18997.73918,0,0,0,4749.434794
850,873,4749.434794,0,0,0,0
851,874,85489.82629,4749.434794,71241.52191,109237.0003,0
852,875,14248.30438,0,0,0,23747.17397
853,876,4749.434794,0,0,0,0
854,877,4749.434794,0,0,0,0
855,878,37995.47835,0,0,0,18997.73918
856,879,18997.73918,0,4749.434794,0,0
857,880,42744.91315,4749.434794,14248.30438,23747.17397,18997.73918
858,881,9498.869588,0,4749.434794,0,0
859,882,23747.17397,0,4749.434794,0,0
860,883,42744.91315,0,4749.434794,0,0
861,884,23747.17397,0,0,0,18997.73918
862,885,9498.869588,0,0,0,0
863,886,14248.30438,0,0,0,0
864,887,9498.869588,4749.434794,0,0,0
865,888,52243.78274,0,0,0,0
866,889,4749.434794,0,0,0,0
867,890,4749.434794,0,0,0,9498.869588
868,891,47494.34794,0,9498.869588,4749.434794,0
869,892,14248.30438,0,0,0,9498.869588
870,893,14248.30438,0,0,0,0
871,894,9498.869588,0,0,0,0
872,895,9498.869588,0,0,0,0
873,896,14248.30438,0,0,0,4749.434794
874,897,9498.869588,0,0,0,0
875,898,4749.434794,0,0,0,0
876,899,37995.47835,0,0,0,9498.869588
877,900,28496.60876,0,4749.434794,0,0
878,901,42744.91315,0,9498.869588,4749.434794,0
879,902,33246.04356,4749.434794,14248.30438,4749.434794,0
880,903,18997.73918,0,0,0,0
881,904,4749.434794,0,0,0,0
882,905,9498.869588,0,0,0,0
883,906,28496.60876,0,0,0,0
884,907,56993.21753,0,0,0,0
885,908,18997.73918,0,0,0,0
886,909,4749.434794,0,0,0,0
887,910,18997.73918,4749.434794,0,0,0
888,911,33246.04356,0,0,0,4749.434794
889,912,4749.434794,0,0,0,0
890,914,9498.869588,0,0,0,0
891,915,33246.04356,0,4749.434794,0,4749.434794
892,916,9498.869588,0,0,0,0
893,917,23747.17397,0,0,0,0
894,918,37995.47835,0,23747.17397,18997.73918,0
895,919,123485.3046,0,9498.869588,33246.04356,0
896,920,61742.65232,0,23747.17397,18997.73918,0
897,921,56993.21753,0,18997.73918,56993.21753,0
898,922,18997.73918,0,0,0,4749.434794
899,923,4749.434794,0,0,0,0
900,924,9498.869588,0,0,0,0
901,925,9498.869588,0,0,0,0
902,926,4749.434794,0,0,0,0
903,927,4749.434794,0,0,0,0
904,928,61742.65232,0,4749.434794,28496.60876,4749.434794
905,929,18997.73918,0,0,0,0
906,930,23747.17397,9498.869588,0,0,9498.869588
907,931,42744.91315,0,4749.434794,28496.60876,9498.869588
908,932,4749.434794,0,4749.434794,0,0
909,933,42744.91315,0,0,0,0
910,934,28496.60876,0,0,0,4749.434794
911,935,18997.73918,0,0,0,0
912,936,18997.73918,0,0,0,14248.30438
913,937,37995.47835,0,9498.869588,0,0
914,938,4749.434794,0,0,0,0
915,939,4749.434794,0,0,0,9498.869588
916,940,14248.30438,0,0,0,0
917,941,42744.91315,0,0,0,0
918,942,0,4749.434794,9498.869588,0,0
919,943,37995.47835,0,0,0,0
920,944,4749.434794,4749.434794,0,0,0
921,945,0,0,9498.869588,0,4749.434794
922,946,33246.04356,0,14248.30438,4749.434794,0
923,947,0,0,23747.17397,0,0
924,948,52243.78274,9498.869588,0,0,0
925,949,9498.869588,0,14248.30438,0,0
926,950,4749.434794,4749.434794,18997.73918,0,0
927,951,61742.65232,0,0,0,0
928,952,9498.869588,0,4749.434794,0,0
929,953,23747.17397,0,9498.869588,4749.434794,0
930,954,9498.869588,4749.434794,4749.434794,4749.434794,0
931,955,4749.434794,9498.869588,9498.869588,0,0
932,956,128234.7394,0,28496.60876,0,0
933,957,9498.869588,0,14248.30438,0,0
934,958,94988.69588,4749.434794,23747.17397,0,0
935,959,14248.30438,0,28496.60876,47494.34794,14248.30438
936,960,9498.869588,0,4749.434794,9498.869588,0
937,961,0,0,28496.60876,0,4749.434794
938,962,18997.73918,0,4749.434794,4749.434794,0
939,963,94988.69588,4749.434794,4749.434794,0,0
940,964,33246.04356,0,4749.434794,0,0
941,965,14248.30438,0,14248.30438,0,0
942,966,52243.78274,0,0,0,0
943,967,28496.60876,0,9498.869588,0,0
944,968,4749.434794,0,18997.73918,0,0
945,969,18997.73918,0,0,0,33246.04356
946,970,42744.91315,0,9498.869588,0,0
947,971,90239.26109,9498.869588,4749.434794,0,0
948,972,18997.73918,0,0,0,28496.60876
949,973,14248.30438,0,0,0,0
950,974,18997.73918,0,0,0,4749.434794
951,975,113986.4351,9498.869588,37995.47835,0,61742.65232
952,976,28496.60876,0,9498.869588,0,4749.434794
953,977,18997.73918,0,37995.47835,0,0
954,978,37995.47835,0,9498.869588,0,0
955,979,66492.08712,0,0,0,0
956,980,4749.434794,0,9498.869588,0,4749.434794
957,981,23747.17397,0,0,0,0
958,982,4749.434794,0,9498.869588,0,0
959,983,23747.17397,0,0,0,0
960,984,42744.91315,0,14248.30438,0,0
961,985,23747.17397,0,0,0,9498.869588
962,986,18997.73918,0,9498.869588,0,0
963,987,85489.82629,0,23747.17397,0,9498.869588
964,988,14248.30438,4749.434794,0,0,0
965,989,14248.30438,0,4749.434794,0,0
966,990,33246.04356,0,0,0,4749.434794
967,991,14248.30438,0,0,0,0
968,992,0,0,0,0,23747.17397
969,993,85489.82629,9498.869588,4749.434794,0,0
970,994,56993.21753,4749.434794,23747.17397,4749.434794,0
971,995,14248.30438,0,14248.30438,0,0
972,996,66492.08712,0,0,0,90239.26109
973,997,18997.73918,0,14248.30438,0,0
974,998,23747.17397,0,28496.60876,0,0
975,999,52243.78274,4749.434794,0,0,94988.69588
976,1000,33246.04356,0,0,0,37995.47835
977,1001,80740.3915,0,0,0,9498.869588
978,1002,9498.869588,0,4749.434794,0,0
979,1003,33246.04356,0,0,0,0
980,1004,33246.04356,4749.434794,4749.434794,0,0
981,1005,0,4749.434794,14248.30438,4749.434794,0
982,1006,18997.73918,0,0,0,9498.869588
983,1007,4749.434794,0,9498.869588,0,0
984,1008,14248.30438,0,0,0,0
985,1009,14248.30438,9498.869588,4749.434794,0,0
986,1010,18997.73918,0,0,0,9498.869588
987,1011,47494.34794,4749.434794,0,0,0
988,1012,9498.869588,0,0,0,0
989,1013,4749.434794,4749.434794,14248.30438,0,0
990,1014,28496.60876,0,0,0,0
991,1015,14248.30438,0,0,0,0
992,1016,71241.52191,0,0,0,0
993,1017,427449.1315,4749.434794,0,0,246970.6093
994,1018,23747.17397,0,9498.869588,0,0
995,1019,9498.869588,4749.434794,0,0,0
996,1020,80740.3915,0,0,0,4749.434794
997,1021,4749.434794,0,0,14248.30438,9498.869588
998,1022,23747.17397,4749.434794,4749.434794,0,0
999,1023,47494.34794,0,0,0,33246.04356
1000,1024,23747.17397,0,0,0,4749.434794
1001,1025,18997.73918,0,0,0,0
1002,1026,14248.30438,4749.434794,14248.30438,0,14248.30438
1003,1027,33246.04356,0,0,0,0
1004,1028,18997.73918,0,4749.434794,4749.434794,4749.434794
1005,1029,4749.434794,0,4749.434794,4749.434794,14248.30438
1006,1030,4749.434794,0,4749.434794,0,4749.434794
1007,1031,71241.52191,0,0,4749.434794,28496.60876
1008,1032,47494.34794,0,14248.30438,0,14248.30438
1009,1033,23747.17397,0,0,0,0
1010,1034,9498.869588,0,4749.434794,0,0
1011,1035,28496.60876,4749.434794,0,0,0
1012,1036,18997.73918,0,0,0,0
1013,1037,33246.04356,0,4749.434794,28496.60876,37995.47835
1014,1038,23747.17397,0,9498.869588,4749.434794,9498.869588
1015,1039,14248.30438,0,0,0,4749.434794
1016,1040,23747.17397,0,0,0,4749.434794
1017,1041,28496.60876,0,0,0,0
1018,1042,18997.73918,0,0,4749.434794,0
1019,1043,4749.434794,4749.434794,0,0,28496.60876
1020,1044,66492.08712,0,9498.869588,0,14248.30438
1021,1045,23747.17397,0,0,0,0
1022,1046,23747.17397,0,0,0,0
1023,1047,37995.47835,0,0,4749.434794,14248.30438
1024,1049,52243.78274,0,0,0,0
1025,1050,14248.30438,0,0,0,0
1026,1051,28496.60876,0,0,0,0
1027,1052,14248.30438,0,0,0,4749.434794
1028,1053,23747.17397,0,4749.434794,0,0
1029,1054,726663.5235,0,0,0,14248.30438
1030,1055,1348839.482,14248.30438,9498.869588,0,0
1031,1056,1386834.96,4749.434794,0,0,56993.21753
1032,1057,612677.0884,14248.30438,4749.434794,0,0
1033,1058,113986.4351,0,0,0,546185.0013
1034,1059,446446.8706,0,0,0,0
1035,1060,1657552.743,256469.4789,104487.5655,0,123485.3046
1036,1061,968884.698,189977.3918,864397.1325,0,33246.04356
1037,1062,522437.8274,0,337209.8704,75990.95671,47494.34794
1038,1063,2355719.658,33246.04356,132984.1742,0,0
1039,1064,1496071.96,56993.21753,4749.434794,0,356207.6096
1040,1065,242221.1745,52243.78274,151981.9134,0,0
