OBJECTID,ID_2,NO_APTA,APTITUD_BAJA,APTITUD_MEDIA,APTITUD_ALTA,EXCLUSION_LEGAL
223,232,14248.30438,0,0,0,0
224,233,9498.869588,0,0,0,0
225,234,4749.434794,0,0,0,0
226,235,9498.869588,0,0,0,0
227,236,28496.60876,0,0,0,0
228,237,4749.434794,0,0,0,0
229,238,4749.434794,0,0,0,0
230,239,4749.434794,0,0,0,0
231,240,4749.434794,0,0,0,90239.26109
232,242,4749.434794,0,0,0,0
233,243,4749.434794,0,0,0,4749.434794
234,244,4749.434794,0,0,0,0
235,245,14248.30438,0,0,0,0
236,246,4749.434794,0,0,0,0
237,247,61742.65232,0,0,0,9498.869588
238,248,18997.73918,0,0,0,0
239,249,14248.30438,0,0,0,0
240,250,14248.30438,0,0,0,4749.434794
241,251,9498.869588,0,0,0,33246.04356
242,252,0,0,0,0,4749.434794
243,253,14248.30438,0,0,0,4749.434794
244,254,9498.869588,0,0,0,0
245,255,14248.30438,0,0,0,0
246,256,9498.869588,0,0,0,0
247,257,4749.434794,0,0,0,0
248,258,4749.434794,0,0,0,0
249,259,37995.47835,0,0,0,4749.434794
250,260,37995.47835,0,0,0,0
251,261,4749.434794,0,0,0,0
252,262,33246.04356,0,0,0,4749.434794
253,263,23747.17397,0,0,0,4749.434794
254,264,0,0,0,0,4749.434794
255,265,23747.17397,0,0,0,0
256,266,56993.21753,0,0,0,0
257,267,4749.434794,0,0,0,4749.434794
258,268,9498.869588,0,0,0,14248.30438
259,269,23747.17397,0,0,0,4749.434794
260,270,47494.34794,4749.434794,75990.95671,9498.869588,4749.434794
261,271,9498.869588,0,0,0,0
262,272,23747.17397,0,0,0,0
263,273,9498.869588,0,0,0,4749.434794
264,274,14248.30438,0,0,0,0
265,275,9498.869588,0,0,0,0
266,276,23747.17397,0,0,0,4749.434794
267,277,9498.869588,0,0,0,4749.434794
268,278,14248.30438,0,0,0,0
269,279,18997.73918,0,0,0,0
270,280,18997.73918,0,0,0,0
271,281,14248.30438,0,0,0,0
272,282,9498.869588,0,0,0,0
273,283,23747.17397,0,0,0,0
274,284,33246.04356,0,14248.30438,0,0
275,285,4749.434794,0,0,0,4749.434794
276,286,9498.869588,0,0,0,0
277,287,4749.434794,0,0,0,0
278,288,9498.869588,0,0,0,4749.434794
279,289,9498.869588,0,0,0,0
280,290,4749.434794,0,0,0,9498.869588
281,291,9498.869588,0,0,0,4749.434794
282,292,9498.869588,0,0,0,14248.30438
283,293,14248.30438,0,0,0,47494.34794
284,294,4749.434794,0,0,0,14248.30438
285,295,4749.434794,0,0,0,0
286,296,4749.434794,0,0,0,0
287,297,4749.434794,0,0,0,0
288,298,18997.73918,0,0,0,9498.869588
289,299,4749.434794,0,0,0,14248.30438
290,300,9498.869588,0,0,0,0
291,301,4749.434794,0,0,0,0
292,302,4749.434794,0,0,0,14248.30438
293,304,9498.869588,0,0,0,0
294,305,14248.30438,0,0,0,0
295,306,4749.434794,0,0,0,0
296,307,4749.434794,0,0,0,0
297,308,9498.869588,0,0,0,9498.869588
298,309,9498.869588,0,0,0,0
299,310,4749.434794,0,0,0,0
300,311,9498.869588,0,0,0,9498.869588
301,312,4749.434794,0,0,0,9498.869588
302,313,9498.869588,0,0,0,0
303,314,9498.869588,0,0,0,0
304,315,9498.869588,0,0,0,0
305,316,9498.869588,0,0,0,9498.869588
306,317,9498.869588,0,0,0,4749.434794
307,318,14248.30438,0,0,0,4749.434794
308,319,14248.30438,0,0,0,0
309,320,4749.434794,0,0,0,0
310,321,23747.17397,0,0,0,4749.434794
311,322,104487.5655,9498.869588,94988.69588,9498.869588,0
312,323,14248.30438,9498.869588,18997.73918,37995.47835,0
313,324,23747.17397,9498.869588,14248.30438,0,0
314,325,4749.434794,0,9498.869588,9498.869588,0
315,326,23747.17397,0,4749.434794,0,0
316,327,9498.869588,4749.434794,28496.60876,14248.30438,0
317,328,23747.17397,0,37995.47835,0,0
318,329,9498.869588,4749.434794,18997.73918,0,0
319,330,9498.869588,4749.434794,4749.434794,0,0
320,331,4749.434794,0,4749.434794,0,0
321,332,61742.65232,14248.30438,109237.0003,0,61742.65232
322,333,85489.82629,4749.434794,47494.34794,156731.3482,4749.434794
323,334,18997.73918,0,80740.3915,4749.434794,0
324,335,18997.73918,9498.869588,42744.91315,4749.434794,0
325,336,14248.30438,14248.30438,14248.30438,0,0
326,337,52243.78274,0,37995.47835,4749.434794,42744.91315
327,338,4749.434794,0,0,0,0
328,339,18997.73918,0,18997.73918,0,0
329,340,18997.73918,0,9498.869588,0,0
330,341,33246.04356,4749.434794,33246.04356,18997.73918,0
331,342,37995.47835,0,0,0,0
332,343,28496.60876,4749.434794,14248.30438,0,0
333,344,9498.869588,0,33246.04356,4749.434794,4749.434794
334,345,52243.78274,4749.434794,14248.30438,33246.04356,0
335,346,85489.82629,0,61742.65232,52243.78274,299214.392
336,347,23747.17397,0,56993.21753,14248.30438,0
337,348,37995.47835,0,0,0,4749.434794
338,349,23747.17397,0,0,0,0
339,350,14248.30438,0,0,0,0
340,351,4749.434794,0,9498.869588,0,0
341,352,18997.73918,0,0,0,0
342,353,23747.17397,0,0,0,0
343,354,28496.60876,0,23747.17397,0,0
344,355,4749.434794,0,0,0,0
345,356,28496.60876,4749.434794,4749.434794,0,9498.869588
346,357,18997.73918,0,0,0,0
347,358,4749.434794,0,0,0,0
348,359,9498.869588,0,0,0,0
349,360,18997.73918,0,0,0,9498.869588
350,361,28496.60876,0,9498.869588,0,0
351,362,28496.60876,0,0,0,0
352,363,4749.434794,0,0,0,0
353,364,66492.08712,0,0,0,0
354,365,37995.47835,0,0,0,0
355,366,14248.30438,0,9498.869588,0,0
356,367,42744.91315,0,0,0,0
357,368,71241.52191,0,18997.73918,0,14248.30438
358,369,14248.30438,0,0,0,0
359,370,42744.91315,4749.434794,4749.434794,0,0
360,371,18997.73918,0,0,0,18997.73918
361,372,9498.869588,0,0,0,0
362,373,9498.869588,0,23747.17397,0,0
363,374,52243.78274,0,4749.434794,4749.434794,33246.04356
364,375,603178.2189,61742.65232,170979.6526,0,47494.34794
365,376,14248.30438,14248.30438,14248.30438,0,0
366,377,85489.82629,4749.434794,71241.52191,0,4749.434794
367,378,47494.34794,0,23747.17397,0,0
368,379,166230.2178,14248.30438,33246.04356,0,0
369,380,23747.17397,18997.73918,42744.91315,0,0
370,381,42744.91315,42744.91315,42744.91315,0,0
371,382,9498.869588,0,4749.434794,0,0
372,383,175729.0874,42744.91315,56993.21753,0,0
373,384,23747.17397,0,9498.869588,0,52243.78274
374,385,1320342.873,80740.3915,327711.0008,0,85489.82629
375,386,2631186.876,71241.52191,28496.60876,0,2246482.658
376,387,37995.47835,23747.17397,80740.3915,0,0
377,388,90239.26109,14248.30438,23747.17397,18997.73918,4749.434794
378,389,33246.04356,0,0,0,0
379,390,474943.4794,4749.434794,23747.17397,14248.30438,0
380,391,14248.30438,0,0,0,4749.434794
381,392,370455.9139,23747.17397,4749.434794,4749.434794,4749.434794
382,393,28496.60876,0,42744.91315,0,0
383,394,42744.91315,37995.47835,23747.17397,9498.869588,0
384,395,465444.6098,0,4749.434794,0,0
385,396,1201607.003,9498.869588,9498.869588,4749.434794,0
386,397,37995.47835,0,28496.60876,9498.869588,0
387,398,14248.30438,0,0,0,0
388,399,23747.17397,0,0,0,0
389,400,18997.73918,14248.30438,14248.30438,4749.434794,0
390,401,308713.2616,18997.73918,0,0,0
391,402,94988.69588,4749.434794,0,0,9498.869588
392,403,151981.9134,28496.60876,33246.04356,18997.73918,0
393,404,265968.3485,14248.30438,9498.869588,4749.434794,0
394,405,47494.34794,0,9498.869588,18997.73918,0
395,406,156731.3482,28496.60876,37995.47835,18997.73918,4749.434794
396,407,28496.60876,0,0,0,0
397,408,37995.47835,0,0,0,0
398,409,47494.34794,0,0,0,0
399,410,56993.21753,18997.73918,9498.869588,0,9498.869588
400,411,42744.91315,4749.434794,0,0,0
401,412,71241.52191,0,0,0,0
402,413,37995.47835,0,0,0,0
403,414,28496.60876,4749.434794,0,0,0
404,415,18997.73918,0,4749.434794,0,4749.434794
405,416,280216.6529,4749.434794,4749.434794,0,37995.47835
406,417,4749.434794,0,0,0,0
407,418,189977.3918,23747.17397,4749.434794,0,9498.869588
408,419,42744.91315,0,0,0,42744.91315
409,420,23747.17397,0,0,0,9498.869588
410,421,23747.17397,0,0,0,0
411,422,52243.78274,0,0,0,0
412,423,246970.6093,0,0,0,0
413,424,61742.65232,0,14248.30438,0,0
414,425,4749.434794,0,9498.869588,4749.434794,4749.434794
415,426,33246.04356,0,0,0,4749.434794
416,427,94988.69588,0,4749.434794,0,37995.47835
417,428,4749.434794,0,9498.869588,0,0
418,429,33246.04356,0,28496.60876,0,4749.434794
419,430,18997.73918,0,0,0,0
420,431,37995.47835,0,0,0,0
421,432,4749.434794,0,4749.434794,0,0
422,433,28496.60876,0,0,0,33246.04356
423,434,9498.869588,0,4749.434794,0,0
424,435,47494.34794,0,0,0,4749.434794
425,436,265968.3485,9498.869588,0,0,151981.9134
426,437,23747.17397,4749.434794,28496.60876,4749.434794,0
427,438,47494.34794,0,0,0,4749.434794
428,439,52243.78274,0,0,0,0
429,440,23747.17397,0,0,0,0
430,441,33246.04356,0,0,0,0
431,442,156731.3482,14248.30438,0,0,4749.434794
432,443,37995.47835,0,0,0,9498.869588
433,444,47494.34794,0,0,0,18997.73918
434,445,71241.52191,0,9498.869588,4749.434794,0
435,446,113986.4351,0,0,33246.04356,4749.434794
436,447,42744.91315,0,14248.30438,0,0
437,448,104487.5655,4749.434794,18997.73918,14248.30438,0
438,449,56993.21753,0,4749.434794,0,0
439,450,123485.3046,0,28496.60876,0,0
440,451,80740.3915,0,28496.60876,14248.30438,0
441,452,47494.34794,0,9498.869588,9498.869588,4749.434794
442,453,71241.52191,0,18997.73918,4749.434794,0
443,454,71241.52191,0,9498.869588,4749.434794,0
444,455,33246.04356,0,9498.869588,0,0
445,456,4749.434794,0,0,0,0
446,457,47494.34794,4749.434794,14248.30438,4749.434794,0
447,458,47494.34794,4749.434794,14248.30438,0,0
448,459,109237.0003,0,23747.17397,9498.869588,14248.30438
449,460,18997.73918,0,0,0,4749.434794
450,461,37995.47835,0,14248.30438,0,0
451,462,33246.04356,0,9498.869588,4749.434794,0
452,463,18997.73918,0,4749.434794,4749.434794,4749.434794
453,464,52243.78274,0,14248.30438,9498.869588,0
454,465,4749.434794,0,14248.30438,0,0
455,466,37995.47835,4749.434794,18997.73918,28496.60876,0
456,467,47494.34794,0,14248.30438,4749.434794,0
457,468,398952.5227,0,4749.434794,37995.47835,61742.65232
458,469,28496.60876,14248.30438,4749.434794,0,37995.47835
459,470,147232.4786,28496.60876,0,0,14248.30438
460,471,113986.4351,0,0,0,0
461,472,85489.82629,14248.30438,0,0,9498.869588
462,473,436948.0011,23747.17397,0,0,0
463,474,308713.2616,0,0,0,4749.434794
464,475,94988.69588,0,0,0,0
465,476,56993.21753,0,0,0,0
466,477,90239.26109,0,0,0,0
467,478,460695.175,4749.434794,14248.30438,0,0
468,479,104487.5655,0,4749.434794,0,0
469,480,137733.609,0,0,0,0
470,481,71241.52191,0,0,0,0
471,482,109237.0003,18997.73918,0,0,0
472,483,61742.65232,9498.869588,0,0,14248.30438
473,484,636424.2624,18997.73918,0,0,14248.30438
474,485,845399.3934,9498.869588,42744.91315,0,71241.52191
475,486,42744.91315,9498.869588,0,0,0
476,487,113986.4351,0,0,0,0
477,488,75990.95671,0,0,0,0
478,489,52243.78274,23747.17397,9498.869588,0,23747.17397
479,490,4749.434794,0,0,0,0
480,491,4749.434794,0,0,0,0
481,492,14248.30438,0,0,0,0
482,493,9498.869588,0,0,0,0
483,494,14248.30438,0,0,0,0
484,495,14248.30438,0,0,0,0
485,496,18997.73918,0,4749.434794,0,0
486,498,4749.434794,0,0,0,0
487,499,9498.869588,0,0,0,0
488,500,23747.17397,0,0,0,23747.17397
489,501,0,4749.434794,0,0,0
490,502,4749.434794,0,0,0,0
491,503,52243.78274,9498.869588,4749.434794,0,0
492,504,28496.60876,0,0,0,9498.869588
493,505,0,0,0,0,4749.434794
494,506,14248.30438,0,4749.434794,0,0
495,507,9498.869588,0,0,0,0
496,508,14248.30438,0,0,0,4749.434794
497,509,23747.17397,0,0,0,4749.434794
498,510,9498.869588,0,0,0,4749.434794
499,511,4749.434794,0,0,0,0
500,512,14248.30438,0,0,0,0
501,513,9498.869588,0,0,0,0
502,514,14248.30438,0,0,0,0
503,515,23747.17397,0,0,0,23747.17397
504,516,14248.30438,0,0,0,4749.434794
505,517,9498.869588,0,0,0,4749.434794
506,518,9498.869588,0,0,0,0
507,519,9498.869588,0,0,0,0
508,520,28496.60876,0,0,0,4749.434794
509,521,23747.17397,0,0,0,18997.73918
510,523,33246.04356,0,0,0,4749.434794
511,524,14248.30438,0,0,0,0
512,525,4749.434794,0,4749.434794,0,0
513,526,14248.30438,0,0,0,0
514,527,66492.08712,4749.434794,9498.869588,0,4749.434794
515,528,18997.73918,0,0,0,18997.73918
516,529,9498.869588,0,0,0,0
517,530,14248.30438,0,0,0,0
518,531,14248.30438,0,0,0,0
519,532,14248.30438,0,0,0,4749.434794
520,533,33246.04356,0,0,0,37995.47835
521,534,18997.73918,0,4749.434794,0,0
522,535,14248.30438,0,0,0,18997.73918
523,536,28496.60876,0,0,0,9498.869588
524,537,9498.869588,4749.434794,4749.434794,0,0
525,538,14248.30438,0,0,0,0
526,539,14248.30438,0,0,0,0
527,540,18997.73918,0,0,0,0
528,541,14248.30438,0,0,0,0
529,542,18997.73918,0,0,0,9498.869588
530,543,14248.30438,0,0,0,0
531,544,9498.869588,0,0,0,0
532,545,66492.08712,0,52243.78274,9498.869588,28496.60876
533,546,4749.434794,0,0,0,0
534,547,9498.869588,0,4749.434794,0,0
535,548,9498.869588,0,0,0,0
536,549,14248.30438,0,4749.434794,0,4749.434794
537,550,9498.869588,0,0,0,0
538,551,4749.434794,0,0,0,0
539,552,37995.47835,0,0,0,0
540,553,14248.30438,0,0,0,0
541,554,14248.30438,0,0,0,0
542,555,4749.434794,14248.30438,47494.34794,9498.869588,0
543,556,9498.869588,0,0,0,0
544,557,18997.73918,0,33246.04356,0,0
545,558,14248.30438,0,0,0,0
546,559,4749.434794,0,0,0,0
547,560,23747.17397,0,0,0,0
548,561,14248.30438,0,0,0,0
549,562,0,4749.434794,0,0,9498.869588
550,563,9498.869588,0,0,0,0
551,564,14248.30438,0,0,0,9498.869588
552,565,23747.17397,0,0,0,0
553,566,9498.869588,0,0,0,0
554,567,33246.04356,4749.434794,0,0,0
555,568,37995.47835,0,0,0,123485.3046
556,569,9498.869588,0,0,0,0
557,570,14248.30438,0,0,0,0
558,571,9498.869588,0,0,0,0
559,572,9498.869588,0,0,0,4749.434794
560,573,14248.30438,0,0,0,0
561,574,33246.04356,0,0,0,0
562,575,9498.869588,0,0,0,0
563,576,18997.73918,0,0,0,4749.434794
564,577,18997.73918,0,0,0,0
565,578,18997.73918,0,0,0,0
566,579,9498.869588,0,0,0,0
567,580,4749.434794,0,0,0,4749.434794
568,581,4749.434794,0,0,0,0
569,582,4749.434794,0,0,0,9498.869588
570,583,9498.869588,0,0,0,0
571,584,9498.869588,0,0,0,0
572,585,4749.434794,0,0,0,4749.434794
573,586,4749.434794,0,0,0,0
574,587,18997.73918,0,0,0,4749.434794
575,588,4749.434794,0,0,0,4749.434794
576,589,18997.73918,0,0,0,0
577,590,28496.60876,0,0,0,4749.434794
578,591,9498.869588,0,0,0,0
579,592,4749.434794,0,0,0,9498.869588
580,593,4749.434794,0,0,0,0
581,594,9498.869588,0,0,0,0
582,595,14248.30438,0,0,0,0
583,596,9498.869588,0,0,0,0
584,597,4749.434794,0,0,0,0
585,598,9498.869588,0,0,0,0
586,599,14248.30438,0,0,0,9498.869588
587,600,9498.869588,0,0,0,4749.434794
588,601,9498.869588,4749.434794,4749.434794,0,0
589,602,75990.95671,0,14248.30438,0,0
590,603,4749.434794,0,0,0,0
591,604,9498.869588,0,0,0,14248.30438
592,605,1629056.134,0,9498.869588,0,18997.73918
593,606,299214.392,0,0,0,0
594,607,90239.26109,0,0,0,0
595,608,408451.3923,9498.869588,0,0,527187.2621
596,609,1177859.829,0,0,0,23747.17397
597,610,1814284.091,9498.869588,4749.434794,0,508189.523
598,611,341959.3052,0,0,0,0
599,612,688668.0451,9498.869588,0,0,413200.8271
600,613,455945.7402,42744.91315,0,0,394203.0879
601,614,935638.6544,66492.08712,0,0,128234.7394
602,615,1852279.57,28496.60876,132984.1742,0,398952.5227
603,616,47494.34794,0,4749.434794,0,0
604,617,18997.73918,0,14248.30438,0,0
605,618,52243.78274,0,4749.434794,0,0
606,619,56993.21753,0,0,0,18997.73918
607,620,14248.30438,0,0,0,0
608,621,47494.34794,0,0,0,0
609,622,23747.17397,0,14248.30438,0,0
610,623,147232.4786,4749.434794,0,0,14248.30438
611,624,0,0,4749.434794,0,0
612,625,23747.17397,9498.869588,9498.869588,0,14248.30438
613,626,42744.91315,4749.434794,9498.869588,0,9498.869588
614,627,42744.91315,0,0,0,0
615,628,18997.73918,4749.434794,0,0,0
616,629,18997.73918,0,9498.869588,0,33246.04356
617,630,33246.04356,0,0,0,9498.869588
618,631,23747.17397,0,0,0,9498.869588
619,632,80740.3915,0,0,0,23747.17397
620,633,42744.91315,0,0,0,4749.434794
621,634,104487.5655,4749.434794,23747.17397,0,14248.30438
622,635,23747.17397,0,0,0,4749.434794
623,636,18997.73918,0,0,0,0
624,637,52243.78274,4749.434794,14248.30438,0,0
625,638,14248.30438,0,0,0,28496.60876
626,639,71241.52191,0,0,0,4749.434794
627,640,14248.30438,0,0,0,0
628,641,18997.73918,4749.434794,14248.30438,0,14248.30438
629,642,37995.47835,0,0,0,4749.434794
630,643,61742.65232,0,0,0,85489.82629
631,644,28496.60876,0,0,0,18997.73918
632,645,23747.17397,0,4749.434794,0,0
633,646,18997.73918,4749.434794,9498.869588,0,9498.869588
634,647,66492.08712,0,0,0,4749.434794
635,648,28496.60876,0,0,0,37995.47835
636,649,33246.04356,0,4749.434794,4749.434794,0
